movie_title,actor_1_name,actor_2_name,actor_3_name,director_name,genres,Combined
the tale of despereaux,Emma Watson,Matthew Broderick,Frank Langella,Sam Fell,Adventure Animation Comedy Family Fantasy,the tale of despereauxEmma WatsonMatthew BroderickFrank LangellaSam FellAdventure Animation Comedy Family Fantasy
rules of engagement            ,Bianca Kajlich,Oliver Hudson,Adhir Kalyan,unknown,Comedy Romance,rules of engagement            Bianca KajlichOliver HudsonAdhir KalyanunknownComedy Romance
the tuxedo,Romany Malco,Debi Mazar,Ritchie Coster,Kevin Donovan,Action Comedy Sci-Fi,the tuxedoRomany MalcoDebi MazarRitchie CosterKevin DonovanAction Comedy Sci-Fi
under siege 2: dark territory,Peter Greene,Brenda Bakke,Patrick Kilpatrick,Geoff Murphy,Action Thriller,under siege 2: dark territoryPeter GreeneBrenda BakkePatrick KilpatrickGeoff MurphyAction Thriller
jack ryan: shadow recruit,Colm Feore,Nonso Anozie,Gemma Chan,Kenneth Branagh,Action Drama Thriller,jack ryan: shadow recruitColm FeoreNonso AnozieGemma ChanKenneth BranaghAction Drama Thriller
joy,Jennifer Lawrence,Robert De Niro,Bradley Cooper,David O. Russell,Biography Comedy Drama,joyJennifer LawrenceRobert De NiroBradley CooperDavid O. RussellBiography Comedy Drama
london has fallen,Gerard Butler,Radha Mitchell,Julian Kostov,Babak Najafi,Action Crime Drama Thriller,london has fallenGerard ButlerRadha MitchellJulian KostovBabak NajafiAction Crime Drama Thriller
alien: resurrection,Gary Dourdan,Michael Wincott,Raymond Cruz,Jean-Pierre Jeunet,Action Horror Sci-Fi,alien: resurrectionGary DourdanMichael WincottRaymond CruzJean-Pierre JeunetAction Horror Sci-Fi
shooter,Tate Donovan,Ned Beatty,Louis Ferreira,Antoine Fuqua,Action Crime Drama Mystery Thriller,shooterTate DonovanNed BeattyLouis FerreiraAntoine FuquaAction Crime Drama Mystery Thriller
the boxtrolls,Isaac Hempstead Wright,Dee Bradley Baker,Tracy Morgan,Graham Annable,Adventure Animation Comedy Family Fantasy,the boxtrollsIsaac Hempstead WrightDee Bradley BakerTracy MorganGraham AnnableAdventure Animation Comedy Family Fantasy
practical magic,Goran Visnjic,Dianne Wiest,Stockard Channing,Griffin Dunne,Comedy Drama Fantasy Romance,practical magicGoran VisnjicDianne WiestStockard ChanningGriffin DunneComedy Drama Fantasy Romance
the lego movie,Morgan Freeman,Will Ferrell,Alison Brie,Phil Lord,Action Adventure Animation Comedy Family Fantasy,the lego movieMorgan FreemanWill FerrellAlison BriePhil LordAction Adventure Animation Comedy Family Fantasy
miss congeniality 2: armed and fabulous,Eileen Brennan,Diedrich Bader,Treat Williams,John Pasquin,Action Comedy Crime,miss congeniality 2: armed and fabulousEileen BrennanDiedrich BaderTreat WilliamsJohn PasquinAction Comedy Crime
reign of fire,Christian Bale,Gerard Butler,Matthew McConaughey,Rob Bowman,Action Adventure Fantasy Sci-Fi Thriller,reign of fireChristian BaleGerard ButlerMatthew McConaugheyRob BowmanAction Adventure Fantasy Sci-Fi Thriller
gangster squad,Ryan Gosling,Brandon Molale,Wade Williams,Ruben Fleischer,Action Crime Drama Thriller,gangster squadRyan GoslingBrandon MolaleWade WilliamsRuben FleischerAction Crime Drama Thriller
year one,Olivia Wilde,Oliver Platt,Xander Berkeley,Harold Ramis,Adventure Comedy,year oneOlivia WildeOliver PlattXander BerkeleyHarold RamisAdventure Comedy
invictus,Matt Damon,Morgan Freeman,Leleti Khumalo,Clint Eastwood,Biography Drama History Sport,invictusMatt DamonMorgan FreemanLeleti KhumaloClint EastwoodBiography Drama History Sport
state of play,Robin Wright,Harry Lennix,Michael Weston,Kevin Macdonald,Crime Drama Mystery Thriller,state of playRobin WrightHarry LennixMichael WestonKevin MacdonaldCrime Drama Mystery Thriller
duplicity,Julia Roberts,Tom Wilkinson,Denis O'Hare,Tony Gilroy,Comedy Crime Romance Thriller,duplicityJulia RobertsTom WilkinsonDenis O'HareTony GilroyComedy Crime Romance Thriller
my favorite martian,Steven Anthony Lawrence,Ray Walston,Michael Lerner,Donald Petrie,Comedy Family Sci-Fi,my favorite martianSteven Anthony LawrenceRay WalstonMichael LernerDonald PetrieComedy Family Sci-Fi
the sentinel,Blair Brown,David Rasche,Martin Donovan,Clark Johnson,Action Crime Thriller,the sentinelBlair BrownDavid RascheMartin DonovanClark JohnsonAction Crime Thriller
planet 51,Dwayne Johnson,Gary Oldman,James Corden,Jorge Blanco,Adventure Animation Comedy Family Sci-Fi,planet 51Dwayne JohnsonGary OldmanJames CordenJorge BlancoAdventure Animation Comedy Family Sci-Fi
star trek: nemesis,Tom Hardy,LeVar Burton,Jonathan Frakes,Stuart Baird,Action Adventure Sci-Fi Thriller,star trek: nemesisTom HardyLeVar BurtonJonathan FrakesStuart BairdAction Adventure Sci-Fi Thriller
intolerable cruelty,Cedric the Entertainer,Paul Adelstein,Julia Duffy,Joel Coen,Comedy Crime Romance,intolerable crueltyCedric the EntertainerPaul AdelsteinJulia DuffyJoel CoenComedy Crime Romance
trouble with the curve,Clint Eastwood,Ed Lauter,Bob Gunton,Robert Lorenz,Drama Sport,trouble with the curveClint EastwoodEd LauterBob GuntonRobert LorenzDrama Sport
edge of darkness,Bojana Novakovic,Ray Winstone,Denis O'Hare,Martin Campbell,Crime Drama Mystery Thriller,edge of darknessBojana NovakovicRay WinstoneDenis O'HareMartin CampbellCrime Drama Mystery Thriller
the relic,John Kapelos,Penelope Ann Miller,Chi Muoi Lo,Peter Hyams,Horror Mystery Sci-Fi Thriller,the relicJohn KapelosPenelope Ann MillerChi Muoi LoPeter HyamsHorror Mystery Sci-Fi Thriller
analyze that,Robert De Niro,Cathy Moriarty,Joe Viterelli,Harold Ramis,Comedy Crime,analyze thatRobert De NiroCathy MoriartyJoe ViterelliHarold RamisComedy Crime
righteous kill,Robert De Niro,Al Pacino,50 Cent,Jon Avnet,Action Crime Drama Mystery Thriller,righteous killRobert De NiroAl Pacino50 CentJon AvnetAction Crime Drama Mystery Thriller
the soloist,Robert Downey Jr.,Stephen Root,Rachael Harris,Joe Wright,Biography Drama Music,the soloistRobert Downey Jr.Stephen RootRachael HarrisJoe WrightBiography Drama Music
the legend of bagger vance,Matt Damon,Will Smith,Charlize Theron,Robert Redford,Drama Fantasy Sport,the legend of bagger vanceMatt DamonWill SmithCharlize TheronRobert RedfordDrama Fantasy Sport
almost famous,Philip Seymour Hoffman,Zooey Deschanel,Michael Angarano,Cameron Crowe,Adventure Comedy Drama Music,almost famousPhilip Seymour HoffmanZooey DeschanelMichael AngaranoCameron CroweAdventure Comedy Drama Music
garfield 2,Bill Murray,Roger Rees,Ben Falcone,Tim Hill,Animation Comedy Family Fantasy,garfield 2Bill MurrayRoger ReesBen FalconeTim HillAnimation Comedy Family Fantasy
xxx: state of the union,Sunny Mabrey,Nona Gaye,Xzibit,Lee Tamahori,Action Adventure Crime Thriller,xxx: state of the unionSunny MabreyNona GayeXzibitLee TamahoriAction Adventure Crime Thriller
priest,Josh Wingate,Alan Dale,Jacob Hopkins,Scott Stewart,Action Fantasy Horror Sci-Fi Thriller,priestJosh WingateAlan DaleJacob HopkinsScott StewartAction Fantasy Horror Sci-Fi Thriller
sinbad: legend of the seven seas,Brad Pitt,Adriano Giannini,Timothy West,Patrick Gilmore,Adventure Animation Comedy Drama Family Fantasy Romance,sinbad: legend of the seven seasBrad PittAdriano GianniniTimothy WestPatrick GilmoreAdventure Animation Comedy Drama Family Fantasy Romance
event horizon,Sean Pertwee,Joely Richardson,Kathleen Quinlan,Paul W.S. Anderson,Horror Sci-Fi Thriller,event horizonSean PertweeJoely RichardsonKathleen QuinlanPaul W.S. AndersonHorror Sci-Fi Thriller
the avengers,Chris Hemsworth,Robert Downey Jr.,Scarlett Johansson,Joss Whedon,Action Adventure Sci-Fi,the avengersChris HemsworthRobert Downey Jr.Scarlett JohanssonJoss WhedonAction Adventure Sci-Fi
dragonfly,Joe Morton,Susanna Thompson,Matt Craven,Tom Shadyac,Drama Fantasy Mystery Romance Thriller,dragonflyJoe MortonSusanna ThompsonMatt CravenTom ShadyacDrama Fantasy Mystery Romance Thriller
the black dahlia,Scarlett Johansson,Mia Kirshner,Mike Starr,Brian De Palma,Crime Drama Mystery Thriller,the black dahliaScarlett JohanssonMia KirshnerMike StarrBrian De PalmaCrime Drama Mystery Thriller
flyboys,James Franco,Tyler Labine,Philip Winchester,Tony Bill,Action Adventure Drama History Romance War,flyboysJames FrancoTyler LabinePhilip WinchesterTony BillAction Adventure Drama History Romance War
the last castle,Clifton Collins Jr.,Delroy Lindo,Michael Irby,Rod Lurie,Action Drama Thriller,the last castleClifton Collins Jr.Delroy LindoMichael IrbyRod LurieAction Drama Thriller
supernova,Robert Forster,Wilson Cruz,Vanessa Marshall,Walter Hill,Horror Sci-Fi Thriller,supernovaRobert ForsterWilson CruzVanessa MarshallWalter HillHorror Sci-Fi Thriller
winter's tale,Matt Bomer,William Hurt,Kevin Corrigan,Akiva Goldsman,Drama Fantasy Mystery Romance,winter's taleMatt BomerWilliam HurtKevin CorriganAkiva GoldsmanDrama Fantasy Mystery Romance
the mortal instruments: city of bones,Aidan Turner,Kevin Zegers,CCH Pounder,Harald Zwart,Fantasy Horror Mystery Romance,the mortal instruments: city of bonesAidan TurnerKevin ZegersCCH PounderHarald ZwartFantasy Horror Mystery Romance
meet dave,Marc Blucas,Mike O'Malley,Shawn Christian,Brian Robbins,Adventure Comedy Family Romance Sci-Fi,meet daveMarc BlucasMike O'MalleyShawn ChristianBrian RobbinsAdventure Comedy Family Romance Sci-Fi
dark water,Dougray Scott,Camryn Manheim,Ariel Gade,Walter Salles,Drama Horror Thriller,dark waterDougray ScottCamryn ManheimAriel GadeWalter SallesDrama Horror Thriller
edtv,Matthew McConaughey,Adam Goldberg,Clint Howard,Ron Howard,Comedy Drama,edtvMatthew McConaugheyAdam GoldbergClint HowardRon HowardComedy Drama
inkheart,Brendan Fraser,Stephen Graham,Jamie Foreman,Iain Softley,Adventure Family Fantasy,inkheartBrendan FraserStephen GrahamJamie ForemanIain SoftleyAdventure Family Fantasy
the spirit,Scarlett Johansson,Jaime King,Louis Lombardi,Frank Miller,Action Crime Fantasy Thriller,the spiritScarlett JohanssonJaime KingLouis LombardiFrank MillerAction Crime Fantasy Thriller
mortdecai,Johnny Depp,Olivia Munn,Ulrich Thomsen,David Koepp,Action Comedy Mystery Romance,mortdecaiJohnny DeppOlivia MunnUlrich ThomsenDavid KoeppAction Comedy Mystery Romance
in the name of the king: a dungeon siege tale,Jason Statham,Mike Dopud,Tania Saulnier,Uwe Boll,Action Adventure Fantasy Thriller,in the name of the king: a dungeon siege taleJason StathamMike DopudTania SaulnierUwe BollAction Adventure Fantasy Thriller
beyond borders,Angelina Jolie Pitt,Teri Polo,Noah Emmerich,Martin Campbell,Adventure Drama Romance War,beyond bordersAngelina Jolie PittTeri PoloNoah EmmerichMartin CampbellAdventure Drama Romance War
xi you ji zhi: sun wukong san da baigu jing,Li Gong,Aaron Kwok,Eddie Peng,Pou-Soi Cheang,Action Adventure Fantasy,xi you ji zhi: sun wukong san da baigu jingLi GongAaron KwokEddie PengPou-Soi CheangAction Adventure Fantasy
the great raid,James Franco,Clayne Crawford,Paolo Montalban,John Dahl,Action Drama War,the great raidJames FrancoClayne CrawfordPaolo MontalbanJohn DahlAction Drama War
deadpool,Ryan Reynolds,Ed Skrein,Stefan Kapicic,Tim Miller,Action Adventure Comedy Romance Sci-Fi,deadpoolRyan ReynoldsEd SkreinStefan KapicicTim MillerAction Adventure Comedy Romance Sci-Fi
holy man,Kelly Preston,Morgan Fairchild,Eric McCormack,Stephen Herek,Comedy Drama,holy manKelly PrestonMorgan FairchildEric McCormackStephen HerekComedy Drama
american sniper,Bradley Cooper,Leonard Roberts,Keir O'Donnell,Clint Eastwood,Action Biography Drama History Thriller War,american sniperBradley CooperLeonard RobertsKeir O'DonnellClint EastwoodAction Biography Drama History Thriller War
"sabrina, the teenage witch            ",Nate Richert,Soleil Moon Frye,Caroline Rhea,unknown,Comedy Family Fantasy,"sabrina, the teenage witch            Nate RichertSoleil Moon FryeCaroline RheaunknownComedy Family Fantasy"
just like heaven,Jon Heder,Ivana Milicevic,Willie Garson,Mark Waters,Comedy Fantasy Romance,just like heavenJon HederIvana MilicevicWillie GarsonMark WatersComedy Fantasy Romance
the flintstones in viva rock vegas,Taylor Negron,Mark Addy,Danny Woodburn,Brian Levant,Comedy Family Romance Sci-Fi,the flintstones in viva rock vegasTaylor NegronMark AddyDanny WoodburnBrian LevantComedy Family Romance Sci-Fi
rambo iii,Sylvester Stallone,Kurtwood Smith,Richard Crenna,Peter MacDonald,Action Adventure Thriller War,rambo iiiSylvester StalloneKurtwood SmithRichard CrennaPeter MacDonaldAction Adventure Thriller War
leatherheads,Robert Baker,Malcolm Goodwin,Matt Bushell,George Clooney,Comedy Drama Romance Sport,leatherheadsRobert BakerMalcolm GoodwinMatt BushellGeorge ClooneyComedy Drama Romance Sport
the ridiculous 6,Taylor Lautner,Adam Sandler,Jon Lovitz,Frank Coraci,Comedy Western,the ridiculous 6Taylor LautnerAdam SandlerJon LovitzFrank CoraciComedy Western
did you hear about the morgans?,Michael Kelly,Kim Shaw,Kevin Brown,Marc Lawrence,Comedy Drama Romance,did you hear about the morgans?Michael KellyKim ShawKevin BrownMarc LawrenceComedy Drama Romance
the internship,Josh Gad,Jessica Szohr,Rob Riggle,Shawn Levy,Comedy,the internshipJosh GadJessica SzohrRob RiggleShawn LevyComedy
resident evil: afterlife,Milla Jovovich,Boris Kodjoe,Shawn Roberts,Paul W.S. Anderson,Action Adventure Horror Sci-Fi,resident evil: afterlifeMilla JovovichBoris KodjoeShawn RobertsPaul W.S. AndersonAction Adventure Horror Sci-Fi
red tails,David Oyelowo,Nate Parker,Tristan Mack Wilds,Anthony Hemingway,Action Adventure Drama History War,red tailsDavid OyelowoNate ParkerTristan Mack WildsAnthony HemingwayAction Adventure Drama History War
sex and the city            ,Chris Noth,Kristin Davis,Cynthia Nixon,unknown,Comedy Romance,sex and the city            Chris NothKristin DavisCynthia NixonunknownComedy Romance
the devil's advocate,Keanu Reeves,Al Pacino,Charlize Theron,Taylor Hackford,Drama Mystery Thriller,the devil's advocateKeanu ReevesAl PacinoCharlize TheronTaylor HackfordDrama Mystery Thriller
that's my boy,Adam Sandler,Leighton Meester,Will Forte,Sean Anders,Comedy,that's my boyAdam SandlerLeighton MeesterWill ForteSean AndersComedy
dragonheart,Dennis Quaid,Brian Thompson,Terry O'Neill,Rob Cohen,Action Adventure Fantasy,dragonheartDennis QuaidBrian ThompsonTerry O'NeillRob CohenAction Adventure Fantasy
after the sunset,Salma Hayek,Don Cheadle,Chris Penn,Brett Ratner,Action Comedy Crime Drama,after the sunsetSalma HayekDon CheadleChris PennBrett RatnerAction Comedy Crime Drama
ghost rider: spirit of vengeance,Nicolas Cage,Spencer Wilding,Christopher Lambert,Mark Neveldine,Action Fantasy Thriller,ghost rider: spirit of vengeanceNicolas CageSpencer WildingChristopher LambertMark NeveldineAction Fantasy Thriller
captain corelli's mandolin,Christian Bale,Irene Papas,Mihalis Giannatos,John Madden,Drama Music Romance War,captain corelli's mandolinChristian BaleIrene PapasMihalis GiannatosJohn MaddenDrama Music Romance War
anger management            ,Barry Corbin,Noureen DeWulf,Brian Austin Green,unknown,Comedy Romance,anger management            Barry CorbinNoureen DeWulfBrian Austin GreenunknownComedy Romance
the pacifier,Vin Diesel,Brad Garrett,Tate Donovan,Adam Shankman,Action Comedy Drama Family Thriller,the pacifierVin DieselBrad GarrettTate DonovanAdam ShankmanAction Comedy Drama Family Thriller
walking tall,Dwayne Johnson,Ashley Scott,Michael Bowen,Kevin Bray,Action Crime,walking tallDwayne JohnsonAshley ScottMichael BowenKevin BrayAction Crime
forrest gump,Tom Hanks,Siobhan Fallon Hogan,Sam Anderson,Robert Zemeckis,Comedy Drama,forrest gumpTom HanksSiobhan Fallon HoganSam AndersonRobert ZemeckisComedy Drama
alvin and the chipmunks,Jesse McCartney,Beth Riesgraf,Matthew Gray Gubler,Tim Hill,Animation Comedy Family Fantasy Music,alvin and the chipmunksJesse McCartneyBeth RiesgrafMatthew Gray GublerTim HillAnimation Comedy Family Fantasy Music
meet the parents,Robert De Niro,Blythe Danner,Teri Polo,Jay Roach,Comedy,meet the parentsRobert De NiroBlythe DannerTeri PoloJay RoachComedy
pocahontas,Christian Bale,Frank Welker,Irene Bedard,Mike Gabriel,Adventure Animation Drama Family History Musical Romance,pocahontasChristian BaleFrank WelkerIrene BedardMike GabrielAdventure Animation Drama Family History Musical Romance
superman,Marlon Brando,Margot Kidder,Ned Beatty,Richard Donner,Action Adventure Drama Romance Sci-Fi,supermanMarlon BrandoMargot KidderNed BeattyRichard DonnerAction Adventure Drama Romance Sci-Fi
the nutty professor,Jada Pinkett Smith,James Coburn,Dave Chappelle,Tom Shadyac,Comedy Romance Sci-Fi,the nutty professorJada Pinkett SmithJames CoburnDave ChappelleTom ShadyacComedy Romance Sci-Fi
hitch,Will Smith,Michael Rapaport,Kevin Sussman,Andy Tennant,Comedy Romance,hitchWill SmithMichael RapaportKevin SussmanAndy TennantComedy Romance
george of the jungle,Brendan Fraser,Abraham Benrubi,Holland Taylor,Sam Weisman,Action Adventure Comedy Family Romance,george of the jungleBrendan FraserAbraham BenrubiHolland TaylorSam WeismanAction Adventure Comedy Family Romance
american wedding,Alyson Hannigan,Thomas Ian Nicholas,Fred Willard,Jesse Dylan,Comedy Romance,american weddingAlyson HanniganThomas Ian NicholasFred WillardJesse DylanComedy Romance
captain phillips,Tom Hanks,Chris Mulkey,Michael Chernus,Paul Greengrass,Biography Drama Thriller,captain phillipsTom HanksChris MulkeyMichael ChernusPaul GreengrassBiography Drama Thriller
date night,Mila Kunis,James Franco,Steve Carell,Shawn Levy,Comedy Crime Romance Thriller,date nightMila KunisJames FrancoSteve CarellShawn LevyComedy Crime Romance Thriller
casper,Eric Idle,Fred Rogers,Cathy Moriarty,Brad Silberling,Comedy Family Fantasy,casperEric IdleFred RogersCathy MoriartyBrad SilberlingComedy Family Fantasy
the equalizer,Denzel Washington,Chloë Grace Moretz,James Wilcox,Antoine Fuqua,Action Crime Thriller,the equalizerDenzel WashingtonChloë Grace MoretzJames WilcoxAntoine FuquaAction Crime Thriller
maid in manhattan,Bob Hoskins,Frances Conroy,Natasha Richardson,Wayne Wang,Comedy Drama Romance,maid in manhattanBob HoskinsFrances ConroyNatasha RichardsonWayne WangComedy Drama Romance
crimson tide,Denzel Washington,Viggo Mortensen,Ricky Schroder,Tony Scott,Action Drama Thriller War,crimson tideDenzel WashingtonViggo MortensenRicky SchroderTony ScottAction Drama Thriller War
the pursuit of happyness,Will Smith,Kurt Fuller,James Karen,Gabriele Muccino,Biography Drama,the pursuit of happynessWill SmithKurt FullerJames KarenGabriele MuccinoBiography Drama
flightplan,Erika Christensen,Michael Irby,Haley Ramm,Robert Schwentke,Drama Mystery Thriller,flightplanErika ChristensenMichael IrbyHaley RammRobert SchwentkeDrama Mystery Thriller
